id,popularity,original_title,cast,director,tagline,keywords,overview,genres,release_year
26693,0.338175,Ju-on: Shiroi rÃ´jo,Hiroki Suzuki|IchirÃ´ta Miyakawa|Natsuki Kasa|Mihiro|Akina Minami,Ryuta Miyake,,curse|vengeful ghost|ju-on,Akane begins seeing visions of a female ghost wearing the same yellow hat and red satchel she wore as a school child.,Horror,2009
4475,0.336426,The Private Lives of Pippa Lee,Robin Wright|Alan Arkin|Keanu Reeves|Julianne Moore|Winona Ryder,Rebecca Miller,She lived many lives - except her own.,age difference|sense of guilt|marriage|terminal illness|neighbor,"The life you love may be your own.... The wife of a much older man finds herself attracted to their neighbour's son, who is closer to her age.",Comedy|Drama|Romance,2009
19724,0.336167,Imagine That,Eddie Murphy|Thomas Haden Church|Yara Shahidi|Ronny Cox|Stephen Rannazzisi,Karey Kirkpatrick,What if your daughter's imagination... Was the secret to your success?,,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",Comedy|Drama|Family|Fantasy,2009
14857,0.335612,Personal Effects,Michelle Pfeiffer|Ashton Kutcher|Kathy Bates|Spencer Hudson|John Mann,David Hollander,The space between loss and love.,cemetery|dying and death|autopsy,Walter is a rising star in the NCAA wrestling world until his life is ripped apart by the brutal murder of his sister. Returning home to console his mother Gloria he seeks vengeance on the man who is accused of the crime. A chance meeting with a beautiful mature woman gives him solace to the situation. Will this unlikely pairing bloom into a romance and heal a wound the world cannot see or will the loss of his sister push him over the edge?,Drama,2009
28665,0.333551,Fame,Kay Panabaker|Naturi Naughton|Kherington Payne|Megan Mullally|Walter Perez,Kevin Tancharoen,,musical|duringcreditsstinger,"An updated version of the 1980 musical, which centered on the students of the New York Academy of Performing Arts.",Music|Comedy|Drama|Romance,2009
16167,0.116657,From Within,Elizabeth Rice|Thomas Dekker|Kelly Blatz|Laura Allen|Adam Goldberg,Phedon Papamichael,Death is catching.,,The residents of a small American town begin to die one-by-one apparently by suicide...,Horror|Mystery|Thriller,2009
26722,0.332142,Nine Miles Down,Kate Nauta|Adrian Paul|Meredith Ostrom|Amanda Douge|Anthony Waller,Anthony Waller,Lead us not into temptation but deliver us from evil.,isolation|hallucination|gas|investigation|hell,"In the Sahara desert, a sandstorm batters a deserted drilling station. A security patrolman, battles through the high winds to investigate why all contact with the station has been lost. Originally built for gas exploration, and then abandoned, the site had recently been taken over by a multi-national research team intent on drilling deeper into the earthâ€™s crust than ever before.",Horror|Mystery|Thriller,2009
26621,0.330949,Robin Williams: Weapons of Self Destruction,Robin Williams,Marty Callner,Stand Up,,"HBO presents one of the most gifted and revered performers of our time, Academy-Award winning Robin Williams, starring in his fifth exclusive HBO special, taped before a live audience at Washington's Constitution Hall.",Comedy,2009
26809,0.330513,Prep & Landing,Dave Foley|Sarah Chalke|Derek Richardson|Mason Vale Cotton|David DeLuise,Kevin Deters|Stevie Wermers,No one does stealth like an Elf,holiday|santa claus,"Wayne gets a new rookie partner, Lanny, after his previous partner got the promotion he wanted. Lanny has to remind Wayne of the Spirit of Christmas and the importance of being an elf in Santa's Prep and Landing elite unit.",Animation|Fantasy|Family,2009
22820,0.32918,Gentlemen Broncos,Michael Angarano|Sam Rockwell|Clive Revill|Jemaine Clement|Jennifer Coolidge,Jared Hess,"Oinus, Ainous, Anous, Odious.",writing|plagiarism|independent film|homeschooling|aftercreditsstinger,A teenager attends a fantasy writers' convention where he discovers his idea has been stolen by an established novelist.,Action|Comedy|Thriller,2009
16335,0.32336,Walled In,Mischa Barton|Cameron Bright|Deborah Kara Unger|Noam Jenkins|Eugene Clark,Gilles Paquet-Brenner,Some secrets are best left buried.,suicide|sex|based on novel|explosive|architect,"Having finally secured her first assignment from her family's demolition business, Sam Walczak (Mischa Barton) is sent to supervise the destruction of an apartment house, only to discover a group of tenants still living in the condemned building. One such tenant, Jimmy (Cameron Bright), tells Sam an urban legend about a serial murderer who used to live in the building and entomb his victims in the walls. What's worse, the dead are believed to still harass the residents to this day.",Horror|Thriller,2009
37169,0.32262,The Human Centipede (First Sequence),Dieter Laser|Ashley C. Williams|Ashlynn Yennie|Akihiro Kitamura|Andreas Leupold,Tom Six,Their flesh is his fantasy,surgeon|kidnapping|body mutilation|psychosis|body horror,"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon who explains his mad scientific vision to his captives' utter horror. They are to be the subjects of his sick lifetime fantasy: to be the first to connect people, one to the next, and in doing so bring to life ""the human centipede.""",Horror,2009
26587,0.322516,Dread,Jackson Rathbone|Shaun Evans|Hanne Steen|Laura Donnelly|Jonathan Readwin,Anthony DiBlasi,,nightmare|primal fear,Three college students set out to document what other people dread most.,Horror|Drama|Thriller,2009
14164,0.32232,Dragonball Evolution,Justin Chatwin|Joon Park|Jamie Chung|Emmy Rossum|James Marsters,James Wong,The legend comes to life.,karate|superhero|revenge|dragon|duringcreditsstinger,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",Action|Adventure|Fantasy|Science Fiction|Thriller,2009
8316,0.232913,The Countess,Julie Delpy|William Hurt|Daniel BrÃ¼hl|Anamaria Marinca|Maria Simon,Julie Delpy,,hungary|virgin|beauty|dracula|aging,"A 17th century Hungarian countess embarks on a murderous undertaking, with the belief that bathing in the blood of virgins will preserve her beauty.",Drama|History|Horror,2009
5937,0.319742,John Rabe,Ulrich Tukur|Dagmar Manzel|Steve Buscemi|Daniel BrÃ¼hl|Zhang Jingchu,Florian Gallenberger,History Needs Extraordinary Heroes,japan|china|biography|ns-zeit|life-saver,"A true-story account of a German businessman who saved more than 200,000 Chinese during the Nanjing massacre in 1937-38.",Drama|History|War,2009
26688,0.319532,Sorority Row,Rumer Willis|Briana Evigan|Jamie Chung|Leah Pipes|Teri Andrzejewski,Stewart Hendler,The Sisters of Theta Pi Are Dying To Keep a Secret.,graduation|killer|horror movie remade|sorority house,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",Horror|Mystery|Thriller,2009
24051,0.317799,Hardwired,Cuba Gooding Jr.|Val Kilmer|Alastair Gamble|Juan Riedinger|Michael Ironside,Ernie Barbarash|Tia Buhl,"They stole his past, now he's taking back his future.",amnesia|mind control|conspiracy|on the run|corporate world,"After a tragic accident Luke Gibson is left with critical injuries and complete amnesia. A new technological breakthrough from the Hexx Corporation - a Psi-Comp Implant that's hardwired into Luke's brain - saves his life, but Luke soon finds out that this new technology comes with a price and that the Hexx Corporation harbors sinister plans for the new device.",Action|Adventure|Science Fiction|Thriller,2009
24271,0.317301,The Maiden Heist,Morgan Freeman|Christopher Walken|William H. Macy|Joseph McKenna|Wynn Everett,Peter Hewitt,"They're not bad guys, just bad thieves.",scuplture|theft|security guard,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.,Comedy|Crime,2009
17669,0.317069,The Last Templar,Mira Sorvino|Victor Garber|Scott Foley|Anthony Lemke|Kenneth Welsh,Paolo Barzman,,,An adaptation of Raymond Khoury's novel about a New York archaeologist researching the lost secrets of the medieval Knights Templar.,Adventure|Fantasy|Drama|Thriller,2009
19688,0.315422,Middle of Nowhere,Susan Sarandon|Eva Amurri Martino|Anton Yelchin|Justin Chatwin|Brea Grant,John Stockwell,Life Without a Road Map...,mother daughter relationship|summer|real life mother and daughter playing mother and daughter|beauty pageant,"The film follows Grace, a young woman whose irresponsible mother blows her college fund on her younger sister's beauty pageant campaign.",Comedy|Drama,2009
20777,0.31482,The Killing Room,Timothy Hutton|Peter Stormare|ChloÃ« Sevigny|Bill Stinchcomb|Nick Cannon,Jonathan Liebesman,,independent film|duringcreditsstinger,"Four volunteers sign up for what initially appears to be a typical paid research study, only to discover that they've unwittingly become involved with a classified government program that was said to have been terminated nearly two decades ago.",Drama|Thriller,2009
25983,0.31344,The House of the Devil,Jocelin Donahue|Mary Woronov|Greta Gerwig|AJ Bowen|Heather Robb,Ti West,Talk on the phone. Finish your homework. Watch TV. Die.,ritual|cult|independent film|human sacrifice|eclipse,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.",Mystery|Horror,2009
16985,0.311776,Legally Blondes,Milly Rosso|Becky Rosso|Christopher Cousins|Brittany Curran|Chloe Bridges,Savage Steve Holland,,,"Moving from England to California, the youngest cousins of Elle Woods must defend themselves when their schools reigning forces turn on the girls and try to frame them for a crime.",Comedy|Family,2009
79896,0.3106,The Revenant,Chris Wylde|David Anders|Louise Griffiths|Jacy King,D. Kerry Prior,What could be worse than having your best friend die?,police|vigilante|blood|gangster|revenant,A horror movie/buddy comedy about Joey and his undead friend Bart who comes back from the dead as a revenant: an articulate zombie that needs to drink blood to arrest the decomposition of his body.,Comedy|Horror,2009
29159,0.309467,Giallo,Adrien Brody|Emmanuelle Seigner|Elsa Pataky|Robert Miano|Valentina Izumi,Dario Argento,,inspector|serial killer|fear,"In Torino, Celine, an American model, is abducted by a taxi driver while en route home to meet her sister Linda, visiting at her apartment. The next morning, Linda reports that Celine is missing - the sergeant in charge directs her to F.B.I. agent Inspector Enzo Avolfi. He's from the Special New York City Department investigating a serial-killer that kidnaps foreigners to destroy their beauty. When a Japanese woman is found at nearby a fountain, Enzo and Linda find that the girl is calling the abductor's skin is ""Yellow"" in color and Linda concludes that the guy might have jaundice. They go to the Policlinic di Torino to find the killer.",Horror|Thriller|Crime|Mystery,2009
21862,0.30936,Deep in the Valley,Rachel Specter|Denise Richards|Brendan Hines|Chris Pratt|Blanca Soto,Christian Forte,Where Every Fantasy Comes True,sex comedy,"Best friends, Carl and Lester, find themselves magically transported into an alternate universe straight out of a real-life adult movie. Hilarity ensues as they embark upon a journey of adult-themed mayhem while Carl ultimately finds true love in the most unlikely of places.",Comedy,2009
37534,0.303296,The New Daughter,Kevin Costner|Ivana Baquero|Gattlin Griffith|Samantha Mathis|Noah Taylor,Luis Berdejo,How Far Will A Father Go To Protect The Ones He Loves?,,"John James is a writer; his wife has left him. He moves with his two middle-school children to an isolated house off a dirt road in South Carolina. The property has an Indian burial mound, which fascinates his daughter, Louisa, who's entering puberty.",Horror|Thriller,2009
33511,0.302925,Nowhere Boy,Aaron Taylor-Johnson|Kristin Scott Thomas|David Morrissey|Anne-Marie Duff|Sam Bell,Sam Taylor-Johnson,As a boy all John Lennon needed was love.,musical|crying|dark past|kidnapping attempt|reference to tchaikovsky,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,Drama,2009
21634,0.302095,Prayers for Bobby,Ryan Kelley|Sigourney Weaver|Henry Czerny|Dan Butler|Austin Nichols,Russell Mulcahy,"Before you echo ""amen"" in your home and place of worship. Think. Think and remember a child is listening.",,"True story of Mary Griffith, gay rights crusader, whose teenage son committed suicide due to her religious intolerance. Based on the book of the same title by Leroy Aarons.",,2009
37565,0.30092,St Trinian's 2: The Legend of Fritton's Gold,Talulah Riley|Rupert Everett|Gemma Arterton|David Tennant|Colin Firth,Oliver Parker|Barnaby Thompson,,treasure hunt|girls' boarding school|pirate,The girls of St. Trinians are on the hunt for buried treasure after discovering headmistress Miss Fritton is related to a famous pirate.,Comedy|Adventure,2009
11388,0.300313,Stay Cool,Winona Ryder|Chevy Chase|Sean Astin|Mark Polish|Jon Cryer,Michael Polish,,independent film|writer|hometown,"The film centers on a successful author who is forced to confront an unrequited high school crush when he returns home to deliver a commencement address to graduating seniors. Shasta O'Neil, a sexy high school senior flirts with the visiting author and invites him to the prom.",Comedy,2009
14028,0.299873,Behind Enemy Lines III: Colombia,Keith David|Joe Manganiello|Channon Roe|Yancey Arias|Chris J. Johnson,Tim Matheson|Reynaldo Rodriguez,,invasion|teamwork,Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.,War|Action|Thriller,2009
27588,0.298874,Forget Me Not,Carly Schroeder|Cody Linley|Brie Gabrielle|Chloe Bridges|Micah Alberti,Tyler Oliver,,independent film,"It's graduation weekend, and Sandy Channing, the popular class president of her small-town high school, should be enjoying the time of her life. But when her friends start disappearing, Sandy discovers they have unwittingly awakened the vengeful spirit of a girl they wronged long ago. Fighting for her sanity, Sandy must unlock a dark secret from her own past before it's too late.",Drama|Horror|Romance,2009
14849,0.297677,Dead Like Me: Life After Death,Ellen Muth|Jasmine Guy|Callum Blue|Sarah Wynter|Britt McKillip,Stephen Herek,,suicide|life and death|coma|afterlife,"When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",Drama|Fantasy|Comedy,2009
28499,0.294762,Open Graves,Eliza Dushku|Mike Vogel|Lilliam Kouri|Naike Rivelli|Ethan Rains,Ãlvaro de ArmiÃ±Ã¡n,Curses last forever.,,"One day, Jason finds an unusual board game called Mamba. When his surfer friends start to play, the games unleashes its deadly curse, killing the losers in a gruesome fashion. Supposedly it will grant the winner a wish. As his companions die off, Jason decides that the only way he can reverse the tragedy is by continuing to play. With his girlfriend, Erica, Jason rolls the dice and hopes to make his wish before one of them suffers a horrible fate.",Horror|Thriller,2009
22683,0.263791,Gifted Hands: The Ben Carson Story,Cuba Gooding Jr.|Kimberly Elise|Aunjanue Ellis|Ele Bardha|Loren Bass,Thomas Carter,,biography,Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,Drama,2009
24884,0.294345,B.O.B.'s Big Break,Will Arnett|Hugh Laurie|Seth Rogen|Kiefer Sutherland|Mike Mitchell,Robert Porter,A New Eye-Popping Adventure,,"Bob is back and funnier than ever! The 11 minute short introduces us to the monsters pre-Susan/Ginormica. Dr. Cockroach comes up with a brilliant plan to break themselves out of Area 52 â€“ but to implement the plan, he has to trick B.O.B. into thinking itâ€™s his birthday.",Animation|Adventure|Action|Comedy,2009
19458,0.294343,Princess Protection Program,Selena Gomez|Demi Lovato|Jamie Chung|Nicholas Braun|Kevin G. Schmidt,Allison Liddi-Brown,Royality meets reality.,secret identity|island|monarchy|high school|princess,"When Princess Rosalinda is about to become queen of her country of Costa Luna, the country is invaded by an evil dictator. She is put into the Princess Protection Program, a secret organization funded by royal families that looks after endangered princesses. Rosalinda is taken under the wing of Mason Verica, an agent in the PPP from rural Louisiana. While there, she meets his daughter,",Comedy|Drama|Family,2009
22215,0.292324,ChÃ©ri,Michelle Pfeiffer|Kathy Bates|Rupert Friend|Felicity Jones|Iben Hjejle,Stephen Frears,,,"A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted.",Drama|Comedy|Romance,2009
16440,0.292125,Tales of the Black Freighter,Gerard Butler,Mike Smith|Daniel DelPurgatorio,,pirate,"A mariner survives an attack from the dreaded pirates of the Black Freighter, but his struggle to return home to warn it has a horrific cost.",Animation|Horror|Action,2009
41479,0.290674,The Joneses,David Duchovny|Demi Moore|Amber Heard|Benjamin Hollingsworth|Lauren Hutton,Derrick Borte,"They're not just living the American dream, they're selling it.",independent film|duringcreditsstinger,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",Comedy|Drama,2009
20407,0.290454,Arlen Faber,Jeff Daniels|Lauren Graham|Lou Taylor Pucci|Kat Dennings|Olivia Thirlby,John Hindman,He wrote the book on life's big questions. But the truth is he hasn't got a clue.,chiropractor,"Twenty years ago, Arlen Faber (Jeff Daniels) wrote a book about spirituality that became wildly popular. These days, he's a curmudgeonly recluse who only enjoys the company of his chiropractor, Elizabeth (Lauren Graham). As Elizabeth's warmth starts to melt Arlen's cold heart, he comes to realize what love really means.",Comedy|Romance,2009
14726,0.286478,Espion(s),Guillaume Canet|GÃ©raldine Pailhas|Stephen Rea|Hippolyte Girardot|Archie Panjabi,Nicolas Saada,,,"Vincent is a bright young man but has introverted personality. He is working as a baggage handler at an airport and refuses to follow a career path accordingly to his education. With his colleague, Gerard, Vincent used to steal objects from the luggage in the hold before shipment. As he opens a diplomatic baggage, Gerard provokes an explosion and dies.",Drama|Romance|Thriller,2009
50506,0.2856,Mrs. Miracle,Erin Karpluk|James Van Der Beek|Doris Roberts|Michael Strusievici|Valin Shinyei,Michael Scott,,,"Overwhelmed widower Seth Webster is searching for a housekeeper to help him with his unruly six year old twin sons. ""Mrs. Miracle"" mysteriously appears and quickly becomes an irreplaceable nanny, chef, friend... and matchmaker.",Comedy|Fantasy|Romance|TV Movie,2009
17927,0.285353,Fired Up!,Nicholas D'Agosto|Eric Christian Olsen|Sarah Roemer|Molly Sims|Danneel Ackles,Will Gluck,2 Guys. 300 Girls. You Do the Math.,cheerleading|aftercreditsstinger|duringcreditsstinger,2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,Comedy|Romance,2009
40850,0.285338,Cherrybomb,Rupert Grint|Robert Sheehan|Kimberley Nixon|James Nesbitt,Lisa Barros D'Sa|Glenn Leyburn,Two guys.One girl.Game on.,independent film|woman director,"Cherry Bomb follows teenagers Luke, Malachy, and Michelle as they embark on a wild weekend of drink, drugs, shop-lifting and stealing cars. But what starts out as a game turns deadly serious when the three discover that they can't get off the wild ride they've set in motion.",Drama|Romance|Thriller,2009
26820,0.284095,My One and Only,RenÃ©e Zellweger|Logan Lerman|Kevin Bacon|Troy Garity|David Koechner,Richard Loncraine,,film producer|saint louis|road trip|independent film|movie studio,"A mother takes her two sons on an unusual road trip from New York. Pittsburgh, St. Louis and eventually Hollywood in her quest to find a man to take care of them all.",Comedy|Drama,2009
31218,0.283496,The Firm,Paul Anderson|Calum MacNab|Daniel Mays|Doug Allen|Joe Jackson,Nick Love,,bullying|hooligan|soccer|based on film,"Set in the 1980s, Dom is a teenager who finds himself drawn into the charismatic world of football 'casuals,influenced by the firm's top boy, Bex. Accepted by the gang for his fast mouth and sense of humor, Dom soon becomes one the boys. But as Bex and his gang clash with rival firms across the country and the violence spirals out of control, Dom realizes he wants out - until he learns it's not that easy to simply walk away.",Drama,2009
27989,0.279941,Serious Moonlight,Meg Ryan|Timothy Hutton|Kristen Bell|Justin Long|Andy Ostroy,Cheryl Hines,,staatsanwÃ¤ltin|marriage|black comedy|duct tape|woman director,A high-powered attorney duct tapes her adulterous husband to the toilet ... right before their home is invaded by burglars.,Action|Comedy|Romance,2009
22717,0.278387,Wanted,Salman Khan|Ayesha Takia|Mahesh Manjrekar|Prakash Raj|Vinod Khanna,Prabhu Deva,"Mafia wants him DEAD !, Police wants him ALIVE !!",gang war,"Radhe is a hardcore gangster. A sharpshooter with a sharp brain, he works for Gani Bhai, the dreaded Mafioso, but on his own terms. Totally fearless, Radhe single handedly eliminates Gani Bhai's enemies one by one; making more enemies than he bargained for.",Action|Comedy|Crime|Thriller,2009
20178,0.278321,World's Greatest Dad,Robin Williams|Alexie Gilmore|Daryl Sabara|Geoff Pierson|Henry Simmons,Bobcat Goldthwait,Lance Clayton is about to get everything he deserves.,male nudity|poetry|adolescence|lie|nudity,"Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who wonâ€™t give his father the time of day. He is dating Claire (Alexie Gilmore), the schoolâ€™s adorable art teacher, but she doesnâ€™t want to get serious --",Comedy|Romance,2009
20618,0.27373,Road Trip: Beer Pong,DJ Qualls|Preston Jones|Julianna Guill|Mary Cobb|Kaira Akita,Steve Rash,,trip|beer,"Itâ€™s Road Trip - Beer Pong! Three college roommates are on the ride of their lives when they drop everything to join a bus full of sexy, scantily clad models to compete in the ultimate sport competition: the National Beer Pong Tournament.",Comedy,2009
17680,0.272422,The Girlfriend Experience,Sasha Grey|Chris Santos|Peter Zizzo|Timothy J. Cox|Timothy Davis,Steven Soderbergh,See it with someone you ****,infidelity|economy|client|hooker|independent film,"Chelsea is an in-demand call girl whose $2,000 an hour price tag allows her to live in New York's lap of luxury. Besides her beauty and sexual skill, Chelsea offers her clients companionship and conversation, or, as she dubs it, ""the girlfriend experience."" With her successful business and a devoted, live-in boyfriend, Chelsea thinks she has it made... until a new client rocks her world.",Comedy|Drama,2009
27646,0.271147,Night of the Demons,Edward Furlong|Shannon Elizabeth|Monica Keena|Diora Baird|Michael Copon,Adam Gierasch,Come on in ... It's going to be a HELL of a party!,halloween|halloween party|demon|faked death,"Angela (Shannon Elizabeth) is throwing a decadent Halloween party at New Orleans' infamous Broussard Mansion. But after the police break up the festivities, Maddie (Monica Keena) and a few friends stay behind. Trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.",Horror,2009
36597,0.103661,Wuthering Heights,Tom Hardy|Charlotte Riley|Andrew Lincoln|Sarah Lancashire|Burn Gorman,Coky Giedroyc,,woman director,Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,Drama,2009
37190,0.270283,Transylmania,Oren Skoog|Joshua Miller|Patrick Casey|Jennifer Lyons|Tony Denman,David Hillenbrand|Scott Hillenbrand,,,"Spoof horror in which a group of college kids do a semester abroad in Romania and realise that if the partying doesn't kill them, the vampires just might!",Comedy|Horror,2009
24832,0.269902,Damage,Steve Austin|Lynda Boyd|Laura Vandervoort|Walton Goggins|William B. Davis,Jeff King,Bring The Pain.,ex-detainee|paternity|fistfight,"An ex-con battles it out in the cage to pay for the operation that would save the daughter of his victim. Along the way he finds fatherly love, and friendship, in the most unlikely of places.",Action|Thriller,2009
26588,0.266625,Summer's Blood,Ashley Greene|Peter Mooney|Barbara Niven|Stephen McHattie|Peter Michael Dillon,Lee Demarbre,"In this house, within these walls, one family has a deadly secret.",date|prostitute|sex|sheriff|secret,"A demented handyman comes to the rescue of a young woman (Ashley Greene), then imprisons her in his basement.",Horror|Thriller,2009
30250,0.266267,Cold Souls,Paul Giamatti|Emily Watson|Dina Korzun|David Strathairn|Katheryn Winnick,Sophie Barthes,A soul searching comedy.,soul selling|woman director,"Paul Giamatti stars as himself, agonizing over his interpretation of ""Uncle Vanya."" Paralyzed by anxiety, he stumbles upon a solution via a New Yorker article about a high-tech company promising to alleviate suffering by extracting souls. Giamatti enlists their service -- only to discover that his soul is the shape and size of a chickpea.",Fantasy|Drama|Comedy|Science Fiction,2009
16931,0.265405,Into the Blue 2: The Reef,Chris Carmack|Laura Vandervoort|Audrina Patridge|Marsha Thomason|David Anders,Stephen Herek,It's not another day at the beach.,chance,"When they're hired to recover the lost treasure of Columbus, married scuba divers Sebastian (Chris Carmack) and Dani (Laura Vandervoort) think they've hit the jackpot. But as they get closer to the fortune, the couple begins to suspect their employers have their own agenda. Hitting upon the real plan, the two come to the chilling realization that they may be expendable and that there's much more than riches at stake.",Action,2009
28465,0.265119,A Dangerous Man,Steven Seagal|Mike Dopud|Hugo Steele|Byron Mann|Jesse Hutch,Keoni Waxman,,,"After serving 6 years for a crime he didn't commit, Shane Daniels is released from jail with an apology from the State of Arizona. Within hours of his freedom, he unluckily bears witness to a cop killing by Chinese mafia who have a kidnapped girl and a bag of drug money",Action|Adventure|Thriller,2009
37659,0.356209,When You're Strange,Johnny Depp|John Densmore|Robby Krieger|Ray Manzarek|Jim Morrison,Tom DiCillo,A film about The Doors,the doors|gang|rock band,"A documentary about the life of California rock band The Doors, written and directed by Tom DiCillo and narrated by Johnny Depp. Makes public for the first time material from Jim Morrison's 1969 film fragment â€˜HWY: An American Pastoralâ€™, and spans the period from the bandâ€™s formation through to Morrisonâ€™s death in 1973, aged just 27.",Documentary|Music,2009
15052,0.215709,The Lodger,Alfred Molina|Hope Davis|Shane West|Donal Logue|Philip Baker Hall,David Ondaatje,Everyone is Suspect,,Set in Los Angeles with two converging plot lines â€“ The first involves an uneasy relationship between a psychologically unstable landlady and her enigmatic lodger â€“ The second is about a troubled detective engaged in a cat-and-mouse game with the elusive killer.,Horror|Mystery|Thriller,2009
23382,0.252355,Dark Country,Thomas Jane|Ron Perlman|Lauren German|Chris Browning|Con Schell,Thomas Jane,,suspense,A couple en route from Las Vegas are forced to deal with a body out in the desert making their honeymoon one hellish ride.,Horror|Thriller,2009
2325,0.258982,Leningrad,Gabriel Byrne|Mira Sorvino|Armin Mueller-Stahl|Alexander Beyer|Christian Berkel,Aleksandr Buravsky,Some fight. Others fall. All are heroes.,journalist|world war ii|wolf's lair|st. petersburg|restaurant critic,"When in 1941 Nazi Germany invaded the Soviet Union, their troops quickly besieged Leningrad. Foreign journalists are evacuated but one of them, Kate Davies, is presumed dead and misses the plane. Alone in the city she is helped by Nina Tsvetnova a young and idealist police officer and together they will fight for their own survival and the survival of the people in the besieged Leningrad. Written by Marcio Eduardo",War|Drama,2009
41522,0.133565,The Phantom,Ryan Carnes|Sandrine Holt|Jean Marchand|Cameron Goodman|Isabella Rossellini,Paolo Barzman,The world has been without justice... Until now,,"Before Superman, Spider-Man, and Batman, there was The Phantom, the greatest legend in the annals of 20th century comic-book crime fighting. Now, the immortal superhero returns to strike terror in the hearts of villains around the world - and to inspire a new generation to believe in the Ghost Who Walks.",Science Fiction|Action,2009
101907,0.256975,Hulk vs. Thor,Graham McTavish|Fred Tatasciore|Matthew Wolf|Jay Brazeau|Grey Griffin,Sam Liu,A Battle Between God and Monster,marvel comic|superhero|hulk|norse mythology|superhuman strength,"For ages, Odin has protected his kingdom of Asgard. But every winter, the All-Father must rest and regain his strength for one week. During this time, all of Asgard's foes (including trolls, giants, dark elves, and demons) try to claim the realm for their own, but they are always stopped by Odin's son, the mighty Thor, albeit with the loss of many brave Asgardian warriors. Loki, god of mischief, has kidnapped Dr. Bruce Banner and brought him to Asgard with the help of Amora, once Thor's lover, now the supervillain known as the Enchantress. Loki makes Banner angry and he changes into the Hulk. The Enchantress then casts a spell over the Hulk which separates Banner from his monstrous alter-ego and grants Loki control over the Hulk's body.",Action|Animation|Fantasy|Science Fiction,2009
42556,0.07309,12 Men of Christmas,Kristin Chenoweth|Josh Hopkins|Anna Chlumsky|Erin Dilly|Stephen Huszar,Arlene Sanford,Calendar Girls meets The Full Monty,montana|sister sister relationship|rocky mountains|underwear|calendar,"A high-powered New York publicist finds herself in Montana promoting a charity calendar after being betrayed by her boss and fiancÃ©. Unfortunately, matters of the heart are just as complicated in the wilds as they are in the big city.",Comedy|Romance,2009
36123,0.251166,Under the Sea 3D,Jim Carrey,Howard Hall,A world beyond imagination.,sea|australia|underwater|imax|south pacific,"Imagine a world of incredible color and beauty. Of crabs wearing jellyfish for hats. Of fish disguised as frogs, stones and shag carpets. Of a kaleidoscope of life dancing and weaving, floating and darting in an underwater wonderland. Now, go explore it! Howard Hall and his filmmaking team, who brought you Deep Sea and Into the Deep, take you into tropical waters alive with adventure: the Great Barrier Reef and other South Pacific realms. Narrated by Jim Carrey and featuring astonishing camerawork, this amazing film brings you face to fin with Nature's marvels, from the terrible grandeur (and terrible teeth) of a Great White to the comic antics of a lovestruck cuttlefish. Excitement and fun run deep Under the Sea!",Documentary,2009
36465,0.250389,Into the Storm,Brendan Gleeson|Iain Glen|James D'Arcy|Janet McTeer|Robert Pugh,Thaddeus O'Sullivan,,england|world war ii|prime minister|political negotiations,"Continuing the storyline of The Gathering Storm, Churchill at War is a look at the former British prime minister's life and career at the end of WWII.",Drama|History|Foreign,2009
